time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,target_score
1654495452,4ca765,51.23353839,3.67486519,229.20,115.08,-0.05,BOUND_TEST,False,False,False,1000,10022.10,10072.10,1654495451.50,1654495452,0.00
1654495454,4ca765,51.23178991,3.68109283,229.01,115.48,-0.04,BOUND_TEST,False,False,False,1000,10017.94,10067.94,1654495453.50,1654495454,0.00
1654495456,4ca765,51.23001637,3.68729444,229.10,115.23,0.08,BOUND_TEST,False,False,False,1000,10020.59,10070.59,1654495455.50,1654495456,0.00
1654495458,4ca765,51.22825869,3.69351100,228.91,115.92,0.05,BOUND_TEST,False,False,False,1000,10023.31,10073.31,1654495457.50,1654495458,0.00
1654495460,4ca765,51.22645789,3.69968633,228.72,115.27,-0.09,BOUND_TEST,False,False,False,1000,10020.34,10070.34,1654495459.50,1654495460,0.00
1654495462,4ca765,51.22470035,3.70589267,228.41,115.65,-0.02,BOUND_TEST,False,False,False,1000,10024.90,10074.90,1654495461.50,1654495462,0.00
1654495464,4ca765,51.22292051,3.71206969,228.74,115.63,-0.09,BOUND_TEST,False,False,False,1000,10023.53,10073.53,1654495463.50,1654495464,0.00
1654495466,4ca765,51.22113940,3.71825779,228.71,116.05,0.05,BOUND_TEST,False,False,False,1000,10021.65,10071.65,1654495465.50,1654495466,0.00
1654495468,4ca765,51.21933140,3.72442351,228.61,115.64,-0.12,BOUND_TEST,False,False,False,1000,10019.23,10069.23,1654495467.50,1654495468,0.00
1654495470,4ca765,51.21755114,3.73060614,228.39,115.49,0.07,BOUND_TEST,False,False,False,1000,10024.28,10074.28,1654495469.50,1654495470,0.00
1654495472,4ca765,51.21578198,3.73679118,235.90,225.49,-20.00,BOUND_TEST,False,False,False,1000,10821.68,10871.68,1654495471.50,1654495472,0.99
1654495474,4ca765,51.21280486,3.73174396,236.32,226.11,0.14,BOUND_TEST,False,False,False,1000,9992.25,10042.25,1654495473.50,1654495474,0.00
1654495476,4ca765,51.20985592,3.72663554,236.51,226.31,-0.01,BOUND_TEST,False,False,False,1000,9991.50,10041.50,1654495475.50,1654495476,0.00
1654495478,4ca765,51.20691593,3.72150533,236.81,227.00,-0.04,BOUND_TEST,False,False,False,1000,9993.66,10043.66,1654495477.50,1654495478,0.00
1654495480,4ca765,51.20400909,3.71631079,237.14,226.71,0.10,BOUND_TEST,False,False,False,1000,9987.51,10037.51,1654495479.50,1654495480,0.00
1654495482,4ca765,51.20108191,3.71113268,236.76,227.18,0.12,BOUND_TEST,False,False,False,1000,9987.28,10037.28,1654495481.50,1654495482,0.00
1654495484,4ca765,51.19818548,3.70592415,236.69,227.58,0.11,BOUND_TEST,False,False,False,1000,9987.29,10037.29,1654495483.50,1654495484,0.00
1654495486,4ca765,51.19531160,3.70068262,236.91,228.29,-0.12,BOUND_TEST,False,False,False,1000,9988.33,10038.33,1654495485.50,1654495486,0.00
1654495488,4ca765,51.19247492,3.69537742,237.09,228.47,0.04,BOUND_TEST,False,False,False,1000,9993.16,10043.16,1654495487.50,1654495488,0.00
1654495490,4ca765,51.18964522,3.69005230,236.81,228.64,0.13,BOUND_TEST,False,False,False,1000,9986.70,10036.70,1654495489.50,1654495490,0.00
1654495492,4ca765,51.18682892,3.68472002,237.10,229.15,-0.11,BOUND_TEST,False,False,False,1000,9987.86,10037.86,1654495491.50,1654495492,0.00
1654495494,4ca765,51.18403710,3.67933867,237.13,228.57,0.01,BOUND_TEST,False,False,False,1000,9989.15,10039.15,1654495493.50,1654495494,0.00
1654495496,4ca765,51.18121290,3.67400474,237.38,228.08,-0.04,BOUND_TEST,False,False,False,1000,9989.66,10039.66,1654495495.50,1654495496,0.00
1654495498,4ca765,51.17835858,3.66870681,237.46,227.77,-0.69,BOUND_TEST,False,False,False,1000,9991.27,10041.27,1654495497.50,1654495498,0.00
1654495500,4ca765,51.17548574,3.66343257,237.63,227.69,0.09,BOUND_TEST,False,False,False,1000,9989.14,10039.14,1654495499.50,1654495500,0.00
1654495502,4ca765,51.17260630,3.65816078,238.01,228.33,-0.10,BOUND_TEST,False,False,False,1000,9985.73,10035.73,1654495501.50,1654495502,0.00
1654495504,4ca765,51.16975776,3.65282600,238.05,268.22,6.00,BOUND_TEST,False,False,False,1000,10189.06,10239.06,1654495503.50,1654495504,0.60
1654495506,4ca765,51.16962454,3.64568741,238.46,268.65,-0.08,BOUND_TEST,False,False,False,1000,10001.76,10051.76,1654495505.50,1654495506,0.00
1654495508,4ca765,51.16952361,3.63853402,238.54,268.84,0.11,BOUND_TEST,False,False,False,1000,10000.37,10050.37,1654495507.50,1654495508,0.00
1654495510,4ca765,51.16943704,3.63137824,238.65,269.38,0.14,BOUND_TEST,False,False,False,1000,10002.10,10052.10,1654495509.50,1654495510,0.00
1654495512,4ca765,51.16939092,3.62421941,238.77,268.97,-0.06,BOUND_TEST,False,False,False,1000,9999.71,10049.71,1654495511.50,1654495512,0.00
1654495514,4ca765,51.16931371,3.61705898,239.10,268.71,0.14,BOUND_TEST,False,False,False,1000,10000.66,10050.66,1654495513.50,1654495514,0.00
1654495516,4ca765,51.16921707,3.60988783,238.93,268.10,-0.12,BOUND_TEST,False,False,False,1000,10002.16,10052.16,1654495515.50,1654495516,0.00
1654495518,4ca765,51.16907461,3.60272307,238.71,267.44,0.10,BOUND_TEST,False,False,False,1000,9995.10,10045.10,1654495517.50,1654495518,0.00
1654495520,4ca765,51.16888241,3.59556739,238.86,267.58,-0.15,BOUND_TEST,False,False,False,1000,9996.29,10046.29,1654495519.50,1654495520,0.00
1654495522,4ca765,51.16870074,3.58840772,239.03,267.74,-0.11,BOUND_TEST,False,False,False,1000,9995.66,10045.66,1654495521.50,1654495522,0.00
1654495524,4ca765,51.16853108,3.58124237,239.28,267.47,0.13,BOUND_TEST,False,False,False,1000,10001.34,10051.34,1654495523.50,1654495524,0.00
1654495526,4ca765,51.16834129,3.57407070,238.99,268.16,0.10,BOUND_TEST,False,False,False,1000,9999.11,10049.11,1654495525.50,1654495526,0.00
1654495528,4ca765,51.16820343,3.56690444,239.17,267.80,0.04,BOUND_TEST,False,False,False,1000,10000.59,10050.59,1654495527.50,1654495528,0.00
1654495530,4ca765,51.16803848,3.55973557,239.51,267.87,0.03,BOUND_TEST,False,False,False,1000,10002.20,10052.20,1654495529.50,1654495530,0.00
1654495532,4ca765,51.16787810,3.55255406,239.83,267.95,0.12,BOUND_TEST,False,False,False,1000,9997.99,10047.99,1654495531.50,1654495532,0.00
1654495534,4ca765,51.16772370,3.54536288,239.67,268.15,-0.13,BOUND_TEST,False,False,False,1000,9995.78,10045.78,1654495533.50,1654495534,0.00
1654495536,4ca765,51.16758437,3.53817762,234.63,328.15,-15.00,BOUND_TEST,False,False,False,1000,9999.09,10049.09,1654495535.50,1654495536,0.80
1654495538,4ca765,51.17117153,3.53446334,234.74,328.87,0.00,BOUND_TEST,False,False,False,1000,9976.15,10026.15,1654495537.50,1654495538,0.00
1654495540,4ca765,51.17478861,3.53082181,234.78,329.29,0.11,BOUND_TEST,False,False,False,1000,9975.94,10025.94,1654495539.50,1654495540,0.00
1654495542,4ca765,51.17842263,3.52722449,234.74,330.00,-0.10,BOUND_TEST,False,False,False,1000,9976.78,10026.78,1654495541.50,1654495542,0.00
1654495544,4ca765,51.18208243,3.52370291,235.15,330.23,0.04,BOUND_TEST,False,False,False,1000,9974.70,10024.70,1654495543.50,1654495544,0.00
1654495546,4ca765,51.18575724,3.52019954,234.98,330.97,0.11,BOUND_TEST,False,False,False,1000,9973.47,10023.47,1654495545.50,1654495546,0.00
1654495548,4ca765,51.18945518,3.51677966,234.97,331.70,0.15,BOUND_TEST,False,False,False,1000,9977.27,10027.27,1654495547.50,1654495548,0.00
1654495550,4ca765,51.19317878,3.51343742,235.26,332.37,-0.02,BOUND_TEST,False,False,False,1000,9978.14,10028.14,1654495549.50,1654495550,0.00
1654495552,4ca765,51.19692983,3.51016428,234.83,332.98,0.04,BOUND_TEST,False,False,False,1000,9976.52,10026.52,1654495551.50,1654495552,0.00
1654495554,4ca765,51.20069522,3.50696382,235.03,333.70,0.02,BOUND_TEST,False,False,False,1000,9975.18,10025.18,1654495553.50,1654495554,0.00
1654495556,4ca765,51.20448727,3.50384015,234.97,334.22,0.00,BOUND_TEST,False,False,False,1000,9975.50,10025.50,1654495555.50,1654495556,0.00
1654495558,4ca765,51.20829569,3.50077382,234.85,333.69,0.03,BOUND_TEST,False,False,False,1000,9972.37,10022.37,1654495557.50,1654495558,0.00
1654495560,4ca765,51.21208511,3.49765061,235.25,334.24,0.08,BOUND_TEST,False,False,False,1000,9974.07,10024.07,1654495559.50,1654495560,0.00
1654495562,4ca765,51.21589821,3.49458322,235.46,334.16,0.11,BOUND_TEST,False,False,False,1000,9977.41,10027.41,1654495561.50,1654495562,0.00
1654495564,4ca765,51.21971304,3.49150444,235.42,334.13,0.14,BOUND_TEST,False,False,False,1000,9979.86,10029.86,1654495563.50,1654495564,0.00
1654495566,4ca765,51.22352571,3.48842334,228.50,334.13,0.11,BOUND_TEST,False,False,False,1000,10732.25,10782.25,1654495565.50,1654495566,0.85
1654495568,4ca765,51.22722633,3.48543280,228.48,334.34,0.11,BOUND_TEST,False,False,False,1000,9979.48,10029.48,1654495567.50,1654495568,0.00
1654495570,4ca765,51.23093367,3.48246467,228.53,333.91,-0.07,BOUND_TEST,False,False,False,1000,9974.08,10024.08,1654495569.50,1654495570,0.00
1654495572,4ca765,51.23462817,3.47944995,228.58,334.32,0.08,BOUND_TEST,False,False,False,1000,9975.87,10025.87,1654495571.50,1654495572,0.00
1654495574,4ca765,51.23833704,3.47647812,228.23,334.87,-0.08,BOUND_TEST,False,False,False,1000,9973.63,10023.63,1654495573.50,1654495574,0.00
1654495576,4ca765,51.24205556,3.47357044,228.02,334.58,0.12,BOUND_TEST,False,False,False,1000,9979.20,10029.20,1654495575.50,1654495576,0.00
1654495578,4ca765,51.24576311,3.47063427,228.42,335.08,0.14,BOUND_TEST,False,False,False,1000,9979.04,10029.04,1654495577.50,1654495578,0.00
1654495580,4ca765,51.24949244,3.46774617,228.53,335.54,0.04,BOUND_TEST,False,False,False,1000,9973.40,10023.40,1654495579.50,1654495580,0.00
1654495582,4ca765,51.25323637,3.46490783,228.50,334.91,-0.00,BOUND_TEST,False,False,False,1000,9974.86,10024.86,1654495581.50,1654495582,0.00
1654495584,4ca765,51.25696167,3.46200024,228.60,334.53,0.02,BOUND_TEST,False,False,False,1000,9979.22,10029.22,1654495583.50,1654495584,0.00
1654495586,4ca765,51.26067718,3.45905055,229.04,335.28,-0.10,BOUND_TEST,False,False,False,1000,9979.28,10029.28,1654495585.50,1654495586,0.00
1654495588,4ca765,51.26442178,3.45617683,228.80,334.67,-0.04,BOUND_TEST,False,False,False,1000,9974.79,10024.79,1654495587.50,1654495588,0.00
1654495590,4ca765,51.26814385,3.45324065,228.91,334.29,0.08,BOUND_TEST,False,False,False,1000,9974.53,10024.53,1654495589.50,1654495590,0.00
1654495592,4ca765,51.27185589,3.45026213,229.20,334.52,0.08,BOUND_TEST,False,False,False,1000,9975.01,10025.01,1654495591.50,1654495592,0.00
1654495594,4ca765,51.27558031,3.44730406,229.52,333.81,-0.14,BOUND_TEST,False,False,False,1000,9980.88,10030.88,1654495593.50,1654495594,0.00
1654495596,4ca765,51.27928757,3.44426474,229.49,334.26,-0.05,BOUND_TEST,False,False,False,1000,9978.60,10028.60,1654495595.50,1654495596,0.00
1654495598,4ca765,51.28300894,3.44127419,229.13,335.36,-0.53,BOUND_TEST,False,False,False,1000,9975.92,10025.92,1654495597.50,1654495598,0.00
